YEARS,SEAP,EEWA,AJNZ,AFRC,MDEA,LAMC,NAMC,EAAS,SOAS,EURO,WORLD,TAS
2087,301.41602984854285,277.55295321523914,296.9223600078765,301.15477062679315,299.63886693913065,298.3037496672194,278.9038496904128,283.6792546321125,298.84053094899224,286.01783648628,290.83736256772136,290.28828559952143
2088,301.8282292476796,277.25196216046044,297.43715759861664,301.2864671236398,299.5618844895085,298.80678592496383,278.8142086197063,283.273356671376,298.64187926361683,285.87996684032134,290.8774654377595,290.3751532490966
2089,301.6997479319836,277.23397449602413,297.40523383866696,301.35159050872153,299.5430841378716,298.87577209373694,279.1316516769819,283.6611445459497,298.98095180946785,285.92552960761475,290.9894432591162,290.3849708452834
2090,301.0195557360274,277.6122046766916,297.4307101278921,300.8412791224384,299.39492048893976,298.0988185113557,279.34478542173304,283.9473333146448,298.64807097842566,286.0445717037853,290.839146455266,290.2508594479662
2091,301.32380875953885,278.2677449309167,297.39846774012693,300.97470227152365,299.252988924988,298.2392993310722,279.0723055246171,284.07744356014103,297.97201268352524,286.10542653300814,290.9460711749938,290.3208148413999
2092,301.05168891018485,278.225974194581,296.839211444947,301.2927572023033,299.99087843153836,298.5159845839562,278.71893850722995,283.83203955873967,298.5865227620526,285.9780706270669,290.9773096173503,290.4132587707496
2093,301.46260203856286,277.8440754144145,297.5159285190946,301.46935948662826,299.83823124543557,298.7441132029312,279.5710233621984,283.8824604606882,298.4256185974859,286.2197285826177,291.1844404822143,290.53734610532274
2094,301.9530119227035,277.7252867661222,298.01463444203824,301.59377731881915,300.1820581558447,299.100976147331,278.95839814602465,284.42233048757413,299.24795880491735,285.7137137342754,291.2668503950192,290.64903255620436
2095,301.8106768687944,277.46555230998564,297.87332490053194,301.9476740446455,300.22158226507315,298.97399764101755,279.5913216972322,283.72066280863885,299.45218259487206,286.0875262520315,291.33729662416494,290.6208488783228
2096,301.63382567074626,277.0390564430832,297.46704326460593,301.35271631070964,299.79044288380265,298.4206570624952,278.7012145352654,283.555700130024,299.41074616793503,285.05533505409676,290.80061542728663,290.42675504661946
2097,301.84281046987326,277.667505252592,297.69136562902514,301.54241378604576,299.3962191711215,298.570421800549,279.2729417685973,283.361669841469,299.1657388488913,286.5625932668409,291.10568106264134,290.50154594086456
2098,301.58747135219994,277.83727860395004,297.75640266107763,301.31209776282054,299.710031906591,298.6744342782625,279.17100451517,283.62493855329905,298.7575622053667,286.1565838751124,291.0771316896295,290.54267705970625
2099,301.5365560019176,277.42893673629266,298.00557760288325,301.47750299987143,299.41885191837247,298.67743181333,279.7514780721227,283.40904361953704,298.51936268893394,286.11728267132605,291.1136000545984,290.51762021354085
